Site Name,Serial Number,State Datetime,Press State,Site Name,Site Region,delta time [Min.],State delta time
Testing Center,70001001,08/06/2023 9:28,Print,Testing Center,EMEA,6.6432,0.000192222
Testing Center,70001001,08/06/2023 9:28,Print,Testing Center,EMEA,9.3664,0.000271019
Testing Center,70001001,08/06/2023 9:27,Print,Testing Center,EMEA,31.1612,0.000901655
Testing Center,70001001,08/06/2023 9:25,Print,Testing Center,EMEA,6.352,0.000183796
Testing Center,70001001,08/06/2023 9:25,Print,Testing Center,EMEA,16.9692,0.000491007
Testing Center,70001001,08/06/2023 9:24,Print,Testing Center,EMEA,13.0816,0.000378519
Testing Center,70001995,08/06/2023 9:16,Print,Testing Center,EMEA,15.6252,0.000452118
Testing Center,70001995,08/06/2023 9:16,Print,Testing Center,EMEA,14.8452,0.000429549
Testing Center,70001995,08/06/2023 9:15,Print,Testing Center,EMEA,18.3776,0.000531759
Testing Center,70001995,07/06/2023 23:34,Print,Testing Center,EMEA,9.4304,0.00027287
Testing Center,70001995,07/06/2023 23:33,Print,Testing Center,EMEA,23.574,0.000682118
Testing Center,70001995,07/06/2023 23:32,Print,Testing Center,EMEA,15.3248,0.000443426
Testing Center,70001995,07/06/2023 23:28,Print,Testing Center,EMEA,6.64,0.00019213
Testing Center,70001995,07/06/2023 23:27,Print,Testing Center,EMEA,23.5292,0.000680822
Testing Center,70001995,07/06/2023 23:27,Print,Testing Center,EMEA,15.978,0.000462326
Testing Center,70001995,07/06/2023 23:26,Print,Testing Center,EMEA,6.6332,0.000191933
Testing Center,70001995,07/06/2023 23:24,Print,Testing Center,EMEA,29.9712,0.000867222
Testing Center,70001995,07/06/2023 23:23,Print,Testing Center,EMEA,23.5008,0.00068
Testing Center,70001995,07/06/2023 23:08,Print,Testing Center,EMEA,17.8656,0.000516944
Testing Center,70001995,07/06/2023 23:05,Print,Testing Center,EMEA,74.9184,0.002167778
Testing Center,70001995,07/06/2023 23:04,Print,Testing Center,EMEA,23.2444,0.000672581
Testing Center,70001996,07/06/2023 23:03,Print,Testing Center,EMEA,17.8268,0.000515822
Testing Center,70001996,07/06/2023 22:44,Print,Testing Center,EMEA,463.0468,0.013398345
Testing Center,70001996,07/06/2023 22:42,Print,Testing Center,EMEA,44.1628,0.001277859
Testing Center,70001996,07/06/2023 22:33,Print,Testing Center,EMEA,17.8368,0.000516111
Testing Center,70001996,07/06/2023 22:25,Print,Testing Center,EMEA,184.9264,0.00535088
Testing Center,70001996,07/06/2023 22:24,Print,Testing Center,EMEA,27.4396,0.00079397
Testing Center,70001995,07/06/2023 22:22,Print,Testing Center,EMEA,15.5836,0.000450914
Testing Center,70001995,07/06/2023 22:21,Print,Testing Center,EMEA,13.8944,0.000402037
Testing Center,70001995,07/06/2023 22:20,Print,Testing Center,EMEA,16.1248,0.000466574
Testing Center,70001996,07/06/2023 22:19,Print,Testing Center,EMEA,15.5328,0.000449444
Testing Center,70001996,07/06/2023 22:19,Print,Testing Center,EMEA,8.6912,0.000251481
Testing Center,70001995,07/06/2023 22:19,Print,Testing Center,EMEA,15.5812,0.000450845
Testing Center,70001995,07/06/2023 22:18,Print,Testing Center,EMEA,15.9328,0.000461019
Testing Center,70001996,07/06/2023 22:17,Print,Testing Center,EMEA,41.3948,0.001197766
Testing Center,70001995,07/06/2023 22:17,Print,Testing Center,EMEA,32.9948,0.000954711
Testing Center,70001995,07/06/2023 22:11,Print,Testing Center,EMEA,17.8336,0.000516019
Testing Center,70001995,07/06/2023 22:10,Print,Testing Center,EMEA,29.4172,0.000851192
Testing Center,70001995,07/06/2023 22:05,Print,Testing Center,EMEA,111.7884,0.003234618
Testing Center,70001996,07/06/2023 22:04,Print,Testing Center,EMEA,15.6188,0.000451933
Testing Center,70001996,07/06/2023 21:53,Print,Testing Center,EMEA,253.2944,0.00732912
Testing Center,70001996,07/06/2023 21:52,Print,Testing Center,EMEA,45.382,0.001313137
Testing Center,70001996,07/06/2023 21:39,Print,Testing Center,EMEA,14.3964,0.000416562
Testing Center,70001995,07/06/2023 21:36,Print,Testing Center,EMEA,15.6448,0.000452685
Testing Center,70001995,07/06/2023 21:36,Print,Testing Center,EMEA,14.4996,0.000419549
Testing Center,70001995,07/06/2023 21:35,Print,Testing Center,EMEA,15.7564,0.000455914
Testing Center,70001995,07/06/2023 21:31,Print,Testing Center,EMEA,15.5808,0.000450833
Testing Center,70001995,07/06/2023 21:30,Print,Testing Center,EMEA,24.2784,0.0007025
Testing Center,70001995,07/06/2023 21:29,Print,Testing Center,EMEA,16.1728,0.000467963
Testing Center,70001996,07/06/2023 21:29,Print,Testing Center,EMEA,244.5328,0.007075602
Testing Center,70001995,07/06/2023 21:28,Print,Testing Center,EMEA,15.5932,0.000451192
Testing Center,70001996,07/06/2023 21:27,Print,Testing Center,EMEA,44.422,0.001285359
Testing Center,70001995,07/06/2023 21:27,Print,Testing Center,EMEA,22.5632,0.00065287
Testing Center,70001995,07/06/2023 21:25,Print,Testing Center,EMEA,32.87,0.0009511
Testing Center,70001995,07/06/2023 21:25,Print,Testing Center,EMEA,14.1504,0.000409444
Testing Center,70001995,07/06/2023 21:25,Print,Testing Center,EMEA,2.0832,6.03E-05
Testing Center,70001995,07/06/2023 21:24,Print,Testing Center,EMEA,23.104,0.000668519
Testing Center,70001995,07/06/2023 21:23,Print,Testing Center,EMEA,15.6444,0.000452674
Testing Center,70001995,07/06/2023 21:22,Print,Testing Center,EMEA,13.2708,0.000383993
Testing Center,70001995,07/06/2023 21:21,Print,Testing Center,EMEA,29.7472,0.000860741
Testing Center,70001995,07/06/2023 21:20,Print,Testing Center,EMEA,15.5808,0.000450833
Testing Center,70001996,07/06/2023 21:17,Print,Testing Center,EMEA,17.872,0.00051713
Testing Center,70001995,07/06/2023 21:09,Print,Testing Center,EMEA,256.4824,0.007421366
Testing Center,70001996,07/06/2023 21:09,Print,Testing Center,EMEA,184.5716,0.005340613
Testing Center,70001995,07/06/2023 21:08,Print,Testing Center,EMEA,34.534,0.000999248
Testing Center,70001996,07/06/2023 21:07,Print,Testing Center,EMEA,44.6396,0.001291655
Testing Center,70001995,07/06/2023 20:57,Print,Testing Center,EMEA,17.872,0.00051713
Testing Center,70001995,07/06/2023 20:55,Print,Testing Center,EMEA,57.0428,0.001650544
Testing Center,70001995,07/06/2023 20:54,Print,Testing Center,EMEA,17.0752,0.000494074
Testing Center,70001995,07/06/2023 20:53,Print,Testing Center,EMEA,9.4272,0.000272778
Testing Center,70001996,07/06/2023 20:51,Print,Testing Center,EMEA,17.8556,0.000516655
Testing Center,70001996,07/06/2023 20:45,Print,Testing Center,EMEA,133.8808,0.003873866
Testing Center,70001996,07/06/2023 20:44,Print,Testing Center,EMEA,24.406,0.000706192
Testing Center,70001995,07/06/2023 20:44,Print,Testing Center,EMEA,213.8808,0.006188681
Testing Center,70001995,07/06/2023 20:43,Print,Testing Center,EMEA,33.728,0.000975926
Testing Center,70001995,07/06/2023 20:40,Print,Testing Center,EMEA,17.84,0.000516204
Testing Center,70001996,07/06/2023 20:37,Print,Testing Center,EMEA,17.8776,0.000517292
Testing Center,70001995,07/06/2023 20:36,Print,Testing Center,EMEA,84.4956,0.002444896
Testing Center,70001996,07/06/2023 20:35,Print,Testing Center,EMEA,64.7072,0.001872315
Testing Center,70001995,07/06/2023 20:35,Print,Testing Center,EMEA,37.184,0.001075926
Testing Center,70001996,07/06/2023 20:34,Print,Testing Center,EMEA,24.3008,0.000703148
Testing Center,70001995,07/06/2023 20:21,Print,Testing Center,EMEA,17.834,0.00051603
Testing Center,70001995,07/06/2023 20:04,Print,Testing Center,EMEA,411.6208,0.011910324
Testing Center,70001995,07/06/2023 20:03,Print,Testing Center,EMEA,22.2948,0.000645104
Testing Center,70001996,07/06/2023 20:03,Print,Testing Center,EMEA,149.5412,0.004327002
Testing Center,70001996,07/06/2023 20:02,Print,Testing Center,EMEA,23.4876,0.000679618
Testing Center,70001995,07/06/2023 20:01,Print,Testing Center,EMEA,15.5804,0.000450822
Testing Center,70001995,07/06/2023 20:01,Print,Testing Center,EMEA,8.5732,0.000248067
Testing Center,70001995,07/06/2023 20:00,Print,Testing Center,EMEA,32.7808,0.000948519
Testing Center,70001996,07/06/2023 19:52,Print,Testing Center,EMEA,15.5232,0.000449167
Testing Center,70001996,07/06/2023 19:52,Print,Testing Center,EMEA,8.368,0.00024213
Testing Center,70001996,07/06/2023 19:51,Print,Testing Center,EMEA,23.0588,0.000667211
Testing Center,70001996,07/06/2023 19:42,Print,Testing Center,EMEA,9.8556,0.000285174
Testing Center,70001996,07/06/2023 19:42,Print,Testing Center,EMEA,7.0532,0.000204086
Testing Center,70001996,07/06/2023 19:26,Print,Testing Center,EMEA,15.654,0.000452951
Testing Center,70001996,07/06/2023 19:25,Print,Testing Center,EMEA,13.2288,0.000382778
Testing Center,70001996,07/06/2023 19:24,Print,Testing Center,EMEA,19.1136,0.000553056
Testing Center,70001996,07/06/2023 19:24,Print,Testing Center,EMEA,15.5264,0.000449259
Testing Center,70001996,07/06/2023 19:23,Print,Testing Center,EMEA,13.9776,0.000404444
Testing Center,70001996,07/06/2023 19:22,Print,Testing Center,EMEA,18.88,0.000546296
Testing Center,70001996,07/06/2023 19:14,Print,Testing Center,EMEA,15.5684,0.000450475
Testing Center,70001996,07/06/2023 19:13,Print,Testing Center,EMEA,14.5564,0.000421192
Testing Center,70001996,07/06/2023 19:08,Print,Testing Center,EMEA,113.6952,0.003289792
Testing Center,70001996,07/06/2023 18:38,Print,Testing Center,EMEA,15.568,0.000450463
Testing Center,70001996,07/06/2023 18:38,Print,Testing Center,EMEA,13.1488,0.000380463
Testing Center,70001996,07/06/2023 18:36,Print,Testing Center,EMEA,33.6796,0.000974525
Testing Center,70001996,07/06/2023 18:34,Print,Testing Center,EMEA,14.384,0.000416204
Testing Center,70001996,07/06/2023 18:34,Print,Testing Center,EMEA,13.4972,0.000390544
Testing Center,70001996,07/06/2023 18:30,Print,Testing Center,EMEA,15.606,0.000451563
Testing Center,70001996,07/06/2023 18:24,Print,Testing Center,EMEA,134.2812,0.003885451
Testing Center,70001996,07/06/2023 18:23,Print,Testing Center,EMEA,18.5824,0.000537685
Testing Center,70001996,07/06/2023 18:16,Print,Testing Center,EMEA,15.5876,0.00045103
Testing Center,70001996,07/06/2023 18:16,Print,Testing Center,EMEA,8.9312,0.000258426
Testing Center,70001996,07/06/2023 18:12,Print,Testing Center,EMEA,92.1624,0.002666736
Testing Center,70001996,07/06/2023 18:00,Print,Testing Center,EMEA,15.5168,0.000448981
Testing Center,70001996,07/06/2023 18:00,Print,Testing Center,EMEA,8.6364,0.000249896
Testing Center,70001996,07/06/2023 17:59,Print,Testing Center,EMEA,18.7012,0.000541123
Testing Center,70001996,07/06/2023 17:53,Print,Testing Center,EMEA,15.5228,0.000449155
Testing Center,70001996,07/06/2023 17:52,Print,Testing Center,EMEA,9.056,0.000262037
Testing Center,70001996,07/06/2023 17:51,Print,Testing Center,EMEA,23.2416,0.0006725
Testing Center,70001996,07/06/2023 17:50,Print,Testing Center,EMEA,15.5616,0.000450278
Testing Center,70001996,07/06/2023 17:45,Print,Testing Center,EMEA,120.172,0.003477199
Testing Center,70001996,07/06/2023 17:44,Print,Testing Center,EMEA,19.1232,0.000553333
Testing Center,70001996,07/06/2023 17:43,Print,Testing Center,EMEA,16.4324,0.000475475
Testing Center,70001996,07/06/2023 17:43,Print,Testing Center,EMEA,16.4764,0.000476748
Testing Center,70001996,07/06/2023 17:41,Print,Testing Center,EMEA,40.3484,0.001167488
Testing Center,70001996,07/06/2023 16:15,Print,Testing Center,EMEA,15.5228,0.000449155
Testing Center,70001996,07/06/2023 16:13,Print,Testing Center,EMEA,44.3616,0.001283611
Testing Center,70001996,07/06/2023 16:12,Print,Testing Center,EMEA,19.8496,0.000574352
Testing Center,70001995,07/06/2023 15:19,Print,Testing Center,EMEA,9.45,0.000273438
Testing Center,70001996,07/06/2023 15:18,Print,Testing Center,EMEA,180.4724,0.005222002
Testing Center,70001995,07/06/2023 15:18,Print,Testing Center,EMEA,40.7388,0.001178785
Testing Center,70001996,07/06/2023 15:17,Print,Testing Center,EMEA,26.3168,0.000761481
Testing Center,70001995,07/06/2023 15:17,Print,Testing Center,EMEA,19.2064,0.000555741
Testing Center,70001995,07/06/2023 15:16,Print,Testing Center,EMEA,15.6864,0.000453889
Testing Center,70001995,07/06/2023 15:13,Print,Testing Center,EMEA,63.052,0.001824421
Testing Center,70001995,07/06/2023 15:12,Print,Testing Center,EMEA,31.44,0.000909722
Testing Center,70001995,07/06/2023 15:10,Print,Testing Center,EMEA,17.846,0.000516377
Testing Center,70001996,07/06/2023 14:59,Print,Testing Center,EMEA,216.9104,0.006276343
Testing Center,70001996,07/06/2023 14:57,Print,Testing Center,EMEA,43.04,0.00124537
Testing Center,70001996,07/06/2023 14:51,Print,Testing Center,EMEA,17.8588,0.000516748
Testing Center,70001996,07/06/2023 14:44,Print,Testing Center,EMEA,167.6028,0.004849618
Testing Center,70001996,07/06/2023 14:43,Print,Testing Center,EMEA,27.2092,0.000787303
Testing Center,70001995,07/06/2023 14:40,Print,Testing Center,EMEA,728.5508,0.021080752
Testing Center,70001995,07/06/2023 14:38,Print,Testing Center,EMEA,32.5056,0.000940556
Testing Center,70001996,07/06/2023 14:30,Print,Testing Center,EMEA,0.8732,2.53E-05
Testing Center,70001995,07/06/2023 14:28,Print,Testing Center,EMEA,17.8464,0.000516389
Testing Center,70001995,07/06/2023 14:26,Print,Testing Center,EMEA,50.288,0.001455093
Testing Center,70001995,07/06/2023 14:25,Print,Testing Center,EMEA,25.6252,0.00074147
Testing Center,70001995,07/06/2023 14:24,Print,Testing Center,EMEA,15.606,0.000451563
Testing Center,70001996,07/06/2023 14:19,Print,Testing Center,EMEA,244.3988,0.007071725
Testing Center,70001996,07/06/2023 14:19,Print,Testing Center,EMEA,21.878,0.000633044
Testing Center,70001995,07/06/2023 14:03,Print,Testing Center,EMEA,506.2608,0.01464875
Testing Center,70001995,07/06/2023 14:02,Print,Testing Center,EMEA,16.138,0.000466956
Testing Center,70001995,07/06/2023 14:00,Print,Testing Center,EMEA,15.5748,0.00045066
Testing Center,70001995,07/06/2023 13:47,Print,Testing Center,EMEA,325.3656,0.009414514
Testing Center,70001995,07/06/2023 13:45,Print,Testing Center,EMEA,35.1164,0.0010161
Testing Center,70001995,07/06/2023 13:44,Print,Testing Center,EMEA,14.1344,0.000408981
Testing Center,70001995,07/06/2023 13:43,Print,Testing Center,EMEA,20.8636,0.000603692
Testing Center,70001995,07/06/2023 12:34,Print,Testing Center,EMEA,15.6636,0.000453229
Testing Center,70001996,07/06/2023 12:32,Print,Testing Center,EMEA,17.8496,0.000516481
Testing Center,70001995,07/06/2023 12:19,Print,Testing Center,EMEA,344.5152,0.009968611
Testing Center,70001995,07/06/2023 12:19,Print,Testing Center,EMEA,16.4772,0.000476771
Testing Center,70001996,07/06/2023 12:16,Print,Testing Center,EMEA,384.1608,0.011115764
Testing Center,70001995,07/06/2023 12:16,Print,Testing Center,EMEA,15.584,0.000450926
Testing Center,70001996,07/06/2023 12:15,Print,Testing Center,EMEA,21.2252,0.000614155
Testing Center,70001996,07/06/2023 12:13,Print,Testing Center,EMEA,15.5324,0.000449433
Testing Center,70001996,07/06/2023 12:12,Print,Testing Center,EMEA,30.4544,0.000881204
Testing Center,70001996,07/06/2023 12:11,Print,Testing Center,EMEA,20.3452,0.000588692
Testing Center,70001995,07/06/2023 11:56,Print,Testing Center,EMEA,487.8528,0.014116111
Testing Center,70001995,07/06/2023 11:55,Print,Testing Center,EMEA,16.1696,0.00046787
Testing Center,70001995,07/06/2023 11:49,Print,Testing Center,EMEA,15.5744,0.000450648
Testing Center,70001995,07/06/2023 11:47,Print,Testing Center,EMEA,51.9392,0.00150287
Testing Center,70001995,07/06/2023 11:46,Print,Testing Center,EMEA,16.1376,0.000466944
Testing Center,70001995,07/06/2023 11:45,Print,Testing Center,EMEA,15.5812,0.000450845
Testing Center,70001995,07/06/2023 11:44,Print,Testing Center,EMEA,4.758,0.000137674
Testing Center,70001995,07/06/2023 11:44,Print,Testing Center,EMEA,16.3968,0.000474444
Testing Center,70001995,07/06/2023 11:43,Print,Testing Center,EMEA,15.4468,0.000446956
Testing Center,70001995,07/06/2023 11:42,Print,Testing Center,EMEA,16.2656,0.000470648
Testing Center,70001995,07/06/2023 11:41,Print,Testing Center,EMEA,17.846,0.000516377
Testing Center,70001995,06/06/2023 22:49,Print,Testing Center,EMEA,15.6448,0.000452685
Testing Center,70001995,06/06/2023 22:48,Print,Testing Center,EMEA,9.0784,0.000262685
Testing Center,70001995,06/06/2023 22:47,Print,Testing Center,EMEA,15.8944,0.000459907
Testing Center,70001995,06/06/2023 22:41,Print,Testing Center,EMEA,15.6252,0.000452118
Testing Center,70001995,06/06/2023 22:41,Print,Testing Center,EMEA,8.628,0.000249653
Testing Center,70001995,06/06/2023 22:40,Print,Testing Center,EMEA,17.2124,0.000498044
Testing Center,70001995,06/06/2023 22:39,Print,Testing Center,EMEA,15.5676,0.000450451
Testing Center,70001995,06/06/2023 22:37,Print,Testing Center,EMEA,44.9184,0.001299722
Testing Center,70001995,06/06/2023 22:36,Print,Testing Center,EMEA,15.7892,0.000456863
Testing Center,70001995,06/06/2023 22:35,Print,Testing Center,EMEA,15.6444,0.000452674
Testing Center,70001995,06/06/2023 22:35,Print,Testing Center,EMEA,9.0784,0.000262685
Testing Center,70001995,06/06/2023 22:34,Print,Testing Center,EMEA,15.7696,0.000456296
Testing Center,70001995,06/06/2023 22:31,Print,Testing Center,EMEA,15.6256,0.00045213
Testing Center,70001995,06/06/2023 22:30,Print,Testing Center,EMEA,43.3756,0.001255081
Testing Center,70001995,06/06/2023 22:29,Print,Testing Center,EMEA,16.0964,0.000465752
Testing Center,70001995,06/06/2023 22:28,Print,Testing Center,EMEA,16.5088,0.000477685
Testing Center,70001995,06/06/2023 22:27,Print,Testing Center,EMEA,17.4628,0.000505289
Testing Center,70001995,06/06/2023 22:26,Print,Testing Center,EMEA,22.566,0.000652951
Testing Center,70001995,06/06/2023 20:19,Print,Testing Center,EMEA,15.5812,0.000450845
Testing Center,70001995,06/06/2023 20:19,Print,Testing Center,EMEA,14.5052,0.000419711
Testing Center,70001995,06/06/2023 20:17,Print,Testing Center,EMEA,27.456,0.000794444
Testing Center,70001995,06/06/2023 20:13,Print,Testing Center,EMEA,15.6444,0.000452674
Testing Center,70001995,06/06/2023 20:13,Print,Testing Center,EMEA,9.7028,0.000280752
Testing Center,70001995,06/06/2023 20:12,Print,Testing Center,EMEA,21.4916,0.000621863
Testing Center,70001995,06/06/2023 20:08,Print,Testing Center,EMEA,15.6444,0.000452674
Testing Center,70001995,06/06/2023 20:07,Print,Testing Center,EMEA,14.7332,0.000426308
Testing Center,70001995,06/06/2023 20:06,Print,Testing Center,EMEA,18.2592,0.000528333
Testing Center,70001995,06/06/2023 20:04,Print,Testing Center,EMEA,15.5612,0.000450266
Testing Center,70001995,06/06/2023 20:02,Print,Testing Center,EMEA,51.1368,0.001479653
Testing Center,70001995,06/06/2023 20:01,Print,Testing Center,EMEA,21.8012,0.000630822
Testing Center,70001995,06/06/2023 19:57,Print,Testing Center,EMEA,15.6124,0.000451748
Testing Center,70001995,06/06/2023 19:56,Print,Testing Center,EMEA,28.7292,0.000831285
Testing Center,70001995,06/06/2023 19:55,Print,Testing Center,EMEA,16.5764,0.000479641
Testing Center,70001995,06/06/2023 19:53,Print,Testing Center,EMEA,15.6288,0.000452222
Testing Center,70001995,06/06/2023 19:51,Print,Testing Center,EMEA,65.2384,0.001887685
Testing Center,70001995,06/06/2023 19:50,Print,Testing Center,EMEA,23.4692,0.000679086
Testing Center,70001995,06/06/2023 19:45,Print,Testing Center,EMEA,15.6384,0.0004525
Testing Center,70001995,06/06/2023 19:44,Print,Testing Center,EMEA,10.1888,0.000294815
Testing Center,70001995,06/06/2023 19:43,Print,Testing Center,EMEA,33.3376,0.00096463
Testing Center,70001995,06/06/2023 19:42,Print,Testing Center,EMEA,15.5996,0.000451377
Testing Center,70001995,06/06/2023 19:41,Print,Testing Center,EMEA,15.9648,0.000461944
Testing Center,70001995,06/06/2023 19:41,Print,Testing Center,EMEA,16.4676,0.000476493
Testing Center,70001995,06/06/2023 18:17,Print,Testing Center,EMEA,61.9776,0.001793333
Testing Center,70001995,06/06/2023 18:15,Print,Testing Center,EMEA,33.2416,0.000961852
Testing Center,70001995,06/06/2023 18:14,Print,Testing Center,EMEA,13.8592,0.000401019
Testing Center,70001995,06/06/2023 18:13,Print,Testing Center,EMEA,20.9948,0.000607488
Testing Center,70001995,06/06/2023 16:23,Print,Testing Center,EMEA,17.8276,0.000515845
Testing Center,70001995,06/06/2023 16:04,Print,Testing Center,EMEA,461.8908,0.013364896
Testing Center,70001995,06/06/2023 16:02,Print,Testing Center,EMEA,37.2416,0.001077593
Testing Center,70001995,06/06/2023 15:48,Print,Testing Center,EMEA,17.792,0.000514815
Testing Center,70001995,06/06/2023 15:33,Print,Testing Center,EMEA,11001.6648,0.318335208
Testing Center,70001995,06/06/2023 15:31,Print,Testing Center,EMEA,33.7252,0.000975845
Testing Center,70001001,06/06/2023 14:17,Print,Testing Center,EMEA,6.634,0.000191956
Testing Center,70001001,06/06/2023 14:17,Print,Testing Center,EMEA,8.2944,0.00024
Testing Center,70001001,06/06/2023 14:16,Print,Testing Center,EMEA,18.6652,0.000540081
Testing Center,70001001,06/06/2023 14:15,Print,Testing Center,EMEA,6.6396,0.000192118
Testing Center,70001001,06/06/2023 14:10,Print,Testing Center,EMEA,121.5576,0.003517292
Testing Center,70001995,06/06/2023 14:10,Print,Testing Center,EMEA,14.5512,0.000421042
Testing Center,70001995,06/06/2023 14:09,Print,Testing Center,EMEA,13.334,0.000385822
Testing Center,70001001,06/06/2023 14:09,Print,Testing Center,EMEA,24.6204,0.000712396
Testing Center,70001996,06/06/2023 14:09,Print,Testing Center,EMEA,15.536,0.000449537
Testing Center,70001001,06/06/2023 14:09,Print,Testing Center,EMEA,6.6336,0.000191944
Testing Center,70001995,06/06/2023 14:08,Print,Testing Center,EMEA,31.254,0.00090434
Testing Center,70001995,06/06/2023 14:07,Print,Testing Center,EMEA,13.3892,0.000387419
Testing Center,70001995,06/06/2023 14:06,Print,Testing Center,EMEA,21.1196,0.0006111
Testing Center,70001001,06/06/2023 14:06,Print,Testing Center,EMEA,69.2476,0.002003692
Testing Center,70001001,06/06/2023 14:05,Print,Testing Center,EMEA,31.6764,0.000916563
Testing Center,70001996,06/06/2023 14:04,Print,Testing Center,EMEA,128.412,0.003715625
Testing Center,70001996,06/06/2023 14:02,Print,Testing Center,EMEA,41.1104,0.001189537
Testing Center,70001001,06/06/2023 13:57,Print,Testing Center,EMEA,8.2752,0.000239444
Testing Center,70001001,06/06/2023 13:56,Print,Testing Center,EMEA,16.166,0.000467766
Testing Center,70001001,06/06/2023 13:55,Print,Testing Center,EMEA,23.0532,0.000667049
Testing Center,70001996,06/06/2023 13:48,Print,Testing Center,EMEA,15.5264,0.000449259
Testing Center,70001996,06/06/2023 13:47,Print,Testing Center,EMEA,23.4844,0.000679525
Testing Center,70001996,06/06/2023 13:46,Print,Testing Center,EMEA,29.9872,0.000867685
Testing Center,70001995,06/06/2023 13:45,Print,Testing Center,EMEA,15.664,0.000453241
Testing Center,70001995,06/06/2023 13:44,Print,Testing Center,EMEA,14.272,0.000412963
Testing Center,70001995,06/06/2023 13:43,Print,Testing Center,EMEA,22.5152,0.000651481
Testing Center,70001995,06/06/2023 13:38,Print,Testing Center,EMEA,15.5936,0.000451204
Testing Center,70001995,06/06/2023 13:37,Print,Testing Center,EMEA,15.2384,0.000440926
Testing Center,70001995,06/06/2023 13:36,Print,Testing Center,EMEA,33.5392,0.000970463
Testing Center,70001995,06/06/2023 12:12,Print,Testing Center,EMEA,17.8304,0.000515926
Testing Center,70001996,06/06/2023 12:12,Print,Testing Center,EMEA,15.5552,0.000450093
Testing Center,70001996,06/06/2023 12:10,Print,Testing Center,EMEA,34.55,0.000999711
Testing Center,70001996,06/06/2023 12:09,Print,Testing Center,EMEA,18.736,0.00054213
Testing Center,70001995,06/06/2023 12:04,Print,Testing Center,EMEA,206.0152,0.005961088
Testing Center,70001995,06/06/2023 12:02,Print,Testing Center,EMEA,37.1296,0.001074352
Testing Center,70001996,06/06/2023 11:59,Print,Testing Center,EMEA,15.5424,0.000449722
Testing Center,70001996,06/06/2023 11:57,Print,Testing Center,EMEA,54.9628,0.001590359
Testing Center,70001996,06/06/2023 11:56,Print,Testing Center,EMEA,27.3152,0.00079037
Testing Center,70001995,06/06/2023 11:51,Print,Testing Center,EMEA,17.8204,0.000515637
Testing Center,70001995,06/06/2023 11:41,Print,Testing Center,EMEA,235.0296,0.006800625
Testing Center,70001995,06/06/2023 11:40,Print,Testing Center,EMEA,34.1504,0.000988148
Testing Center,70001995,06/06/2023 11:39,Print,Testing Center,EMEA,13.1648,0.000380926
Testing Center,70001995,06/06/2023 11:35,Print,Testing Center,EMEA,90.2624,0.002611759
Testing Center,70001996,06/06/2023 11:26,Print,Testing Center,EMEA,15.5008,0.000448519
Testing Center,70001996,06/06/2023 11:25,Print,Testing Center,EMEA,14.4636,0.000418507
Testing Center,70001996,06/06/2023 11:24,Print,Testing Center,EMEA,28.0832,0.000812593
Testing Center,70001996,06/06/2023 11:17,Print,Testing Center,EMEA,15.5136,0.000448889
Testing Center,70001996,06/06/2023 11:17,Print,Testing Center,EMEA,9.2256,0.000266944
Testing Center,70001996,06/06/2023 11:16,Print,Testing Center,EMEA,21.0012,0.000607674
Testing Center,70001996,06/06/2023 11:12,Print,Testing Center,EMEA,15.552,0.00045
Testing Center,70001996,06/06/2023 11:09,Print,Testing Center,EMEA,72.454,0.00209647
Testing Center,70001996,06/06/2023 11:07,Print,Testing Center,EMEA,42.764,0.001237384
Testing Center,70001995,06/06/2023 11:07,Print,Testing Center,EMEA,17.8624,0.000516852
Testing Center,70001995,06/06/2023 10:51,Print,Testing Center,EMEA,387.6792,0.011217569
Testing Center,70001995,06/06/2023 10:50,Print,Testing Center,EMEA,461.0552,0.013340718
Testing Center,70001995,06/06/2023 10:43,Print,Testing Center,EMEA,15.6288,0.000452222
Testing Center,70001995,06/06/2023 10:42,Print,Testing Center,EMEA,23.664,0.000684722
Testing Center,70001995,06/06/2023 10:42,Print,Testing Center,EMEA,18.0512,0.000522315
Testing Center,70001995,06/06/2023 10:40,Print,Testing Center,EMEA,15.6,0.000451389
Testing Center,70001995,06/06/2023 10:40,Print,Testing Center,EMEA,6.0192,0.000174167
Testing Center,70001995,06/06/2023 10:38,Print,Testing Center,EMEA,36.4064,0.001053426
Testing Center,70001995,06/06/2023 10:32,Print,Testing Center,EMEA,16.7648,0.000485093
Testing Center,70001995,06/06/2023 10:32,Print,Testing Center,EMEA,9.0716,0.000262488
Testing Center,70001995,06/06/2023 10:31,Print,Testing Center,EMEA,28.0256,0.000810926
Testing Center,70001995,06/06/2023 10:29,Print,Testing Center,EMEA,15.6452,0.000452697
Testing Center,70001995,06/06/2023 10:29,Print,Testing Center,EMEA,9.078,0.000262674
Testing Center,70001995,06/06/2023 10:28,Print,Testing Center,EMEA,27.2512,0.000788519
Testing Center,70001995,06/06/2023 10:21,Print,Testing Center,EMEA,15.6444,0.000452674
Testing Center,70001995,06/06/2023 10:20,Print,Testing Center,EMEA,9.1708,0.000265359
Testing Center,70001995,06/06/2023 10:19,Print,Testing Center,EMEA,21.8176,0.000631296
Testing Center,70001996,06/06/2023 10:17,Print,Testing Center,EMEA,15.568,0.000450463
Testing Center,70001995,06/06/2023 10:16,Print,Testing Center,EMEA,16.0996,0.000465845
